imswc001	482	0.0608584707	1.00E-005	0.0180081186	-159.05915623
imswc002	3156	0.0716045015	0.0013689512	0.0074593574	-618.893168067
imswc003	3777	0.0815345735	0.000779125	0.0021298742	-611.328596994
imswc004	18	1.00E-005	1.00E-005	1.00E-005	-8.4441945344
imswc005	232	0.0183182714	0.0152815566	0.0429320072	-86.9939746024
imswc006	2270	0.0513135566	1.00E-005	0.0255462892	-496.251121317
imswc007	10	0.5	0.01	1.00E-005	-3.2301764984
imswc008	2987	0.1315743734	1.00E-005	0.0018210032	-448.247080514
imswc009	940	0.0397330433	1.00E-005	1.00E-005	-225.401948145
imswc010	0	0.01	0.01	0.01	0
imswc011	506	0.0150620888	1.00E-005	1.00E-005	-125.646438273
imswc012	3092	0.07253767	1.00E-005	0.0078465171	-579.080906206
imswc013	2822	0.0529215658	0.0018359225	0.0197878141	-603.391225612
imswc014	4104	0.0696806341	1.00E-005	0.0046915933	-722.748295894
imswc015	1874	0.0575720225	1.00E-005	0.0062486889	-398.044022478
imswc016	3160	0.0782670034	1.00E-005	0.002790075	-483.058908896
imswc017	2243	0.0542471455	1.00E-005	0.012701175	-454.821567545
imswc018	3746	0.069973684	1.00E-005	0.0042311754	-671.51783093
imswc019	1446	0.0517201808	1.00E-005	0.024437075	-370.748317147
imswc020	3284	0.0951745778	1.00E-005	0.0025022595	-686.395715524
imswc022	2838	0.0568502484	1.00E-005	0.0123462485	-557.695967691
imswc023	2480	0.0472909342	1.00E-005	0.0120562143	-456.282289683
imswc024	1154	0.0223104256	1.00E-005	0.0254553794	-262.848696445
imswc025	3391	0.0758186736	1.00E-005	0.0053538979	-585.028840473
imswc026	34	1.00E-005	1.00E-005	1.00E-005	-13.5006494943
imswc028	0	0.01	0.01	0.01	0
imswc029	420	1.00E-005	1.00E-005	0.0172500191	-111.121818746
imswc030	1020	0.03452038	1.00E-005	0.0120803964	-251.545600408
imswc031	584	0.0272383603	1.00E-005	0.0646000006	-192.61801087
imswc032	2183	0.1261382087	1.00E-005	0.006608199	-488.869961916
imswc033	324	0.0227674669	1.00E-005	0.2013568643	-127.986591701
imswc034	990	0.0196230585	1.00E-005	0.0244310185	-234.310558972
imswc035	1536	0.0217909289	1.00E-005	0.0367566774	-346.083575264
imswc036	0	0.01	0.01	0.01	0
imswc037	0	0.01	0.01	0.01	0
imswc038	1544	0.0318141801	1.00E-005	0.0241259073	-354.139785857
imswc039	418	0.1427980105	1.00E-005	0.0107226533	-131.261136629
imswc040	2972	0.1170799808	1.00E-005	0.001556421	-547.219364398
imswc041	188	0.182516562	1.00E-005	1.00E-005	-67.2210266787
imswc042	500	0.0602268697	1.00E-005	0.0389850093	-148.886543154
imswc043	0	0.01	0.01	0.01	0
imswc044	2	1.00E-005	0.009999956	0.99999	-0.6931571806
imswc045	2727	0.0482553472	1.00E-005	0.0135982074	-504.190663592
imswc046	1590	0.052792576	1.00E-005	0.0070639905	-325.06465258
imswc047	990	0.0560760768	1.00E-005	0.016427773	-248.160857465
imswc048	46	1.00E-005	1.00E-005	1.00E-005	-19.3169499241
imswc049	146	0.0785915075	1.00E-005	1.00E-005	-57.2751583809
imswc050	1762	0.0815954133	0.0026040046	0.0074521658	-334.630377963
imswc051	3017	0.2384840447	1.00E-005	0.0039285354	-582.268744468
imswc052	0	0.01	0.01	0.01	0
imswc053	0	0.01	0.01	0.01	0
imswc054	2547	0.034398806	1.00E-005	0.0168209398	-529.723943565
imswc055	706	0.0317152341	1.00E-005	0.0192338585	-161.93656659
imswc056	3051	0.0728884441	1.00E-005	0.0028500725	-558.898239246
imswc057	2032	0.0600380868	1.00E-005	0.0045809571	-429.318493331
imswc058	2734	0.0516058843	1.00E-005	0.0040492136	-484.761762758
imswc059	34	0.5	0.0100000694	0.2279577963	-15.2255000783
imswc060	2106	0.0814908846	1.00E-005	0.0083213695	-427.271895638
imswc061	1080	0.0238237579	1.00E-005	0.0072169451	-235.515361024
imswc062	3838	0.0955189073	1.00E-005	0.0007193994	-659.281828037
imswc063	4	0.01	0.01	0.01	-2.0794415417
imswc064	152	0.5	1.00E-005	1.00E-005	-38.8571645279
imswc065	2850	0.0810414934	1.00E-005	0.0047139179	-537.190406908
imswc066	3329	0.0776790756	1.00E-005	0.0062489067	-607.702237164
imswc067	184	0.0336818642	0.0351066789	0.1994390899	-83.4369696661
imswc068	1956	0.265026329	1.00E-005	0.0145523365	-436.205871842
imswc069	0	0.01	0.01	0.01	0
imswc070	2629	0.0709396178	0.0005800252	0.007194055	-563.832527821
imswc071	212	0.1385928619	1.00E-005	0.0470103425	-75.0968377002
imswc072	1300	1.00E-005	1.00E-005	0.0359598747	-291.639589236
imswc073	2095	0.0914149659	1.00E-005	0.0157586224	-480.111719462
imswc074	0	0.01	0.01	0.01	0
imswc075	24	0.5	0.0099999285	0.3571554595	-11.6397510968
imswc076	0	0.01	0.01	0.01	0
imswc077	598	0.0210203057	1.00E-005	0.0323389005	-167.356665976
imswc078	94	0.2062406776	1.00E-005	0.0768387759	-41.1673840032
imswc079	508	0.1789825142	1.00E-005	0.015830162	-143.693736988
imswc080	3440	0.1038958022	1.00E-005	0.0045093914	-628.663908932
imswc081	96	0.5	0.01	1.00E-005	-26.1222122241
imswc082	2410	0.0316098822	1.00E-005	0.0094870311	-463.025301346
imswc083	2321	0.0633334509	1.00E-005	0.0162192278	-489.30208043
imswc084	3782	0.1009742968	0.000347795	0.00418718	-840.796781337
imswc085	3260	0.068341165	0.0006624713	0.0094488415	-573.990077343
imswc086	910	0.0691994448	0.0019284219	0.1083698048	-300.932238979
imswc087	264	0.271357309	1.00E-005	0.0586952469	-104.132799366
imswc088	1001	0.1800571613	1.00E-005	0.0185871686	-275.742511626
imswc089	4234	0.114438207	1.00E-005	1.00E-005	-591.515311265
imswc090	1300	0.0528849319	1.00E-005	1.00E-005	-258.068067915
imswc091	948	0.0427316614	1.00E-005	0.0249109498	-230.966543229
imswc092	2344	0.085716487	1.00E-005	0.0159428153	-517.862099961
imswc093	3473	0.0772976997	1.00E-005	0.0028483047	-598.55773898
imswc094	2810	0.0999980087	1.00E-005	0.00889371	-514.007977698
imswc095	2610	0.0582718886	1.00E-005	0.0060292614	-473.31154806
imswc096	1886	0.0700510914	1.00E-005	0.0110446156	-417.275985864
imswc097	10	0.4000003869	0.009999931	0.6000037903	-5.4444998768
imswc098	80	0.3912168931	1.00E-005	0.068038838	-33.0703806124
imswc099	102	0.5	1.00E-005	0.3140896869	-47.0441031096
imswc100	0	0.01	0.01	0.01	0
imswc101	0	0.01	0.01	0.01	0
imswc102	534	0.5	0.0442320365	0.1301984066	-204.329571385
imswc103	0	0.01	0.01	0.01	0
imswc104	1804	0.434623327	1.00E-005	0.021807648	-496.738573537
imswc105	206	0.2750407702	1.00E-005	0.192061322	-95.9468407088
